orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
102594,2023-07-04,2023-07-20,Shipped,97,1583.59,Credit Card
102595,2025-12-14,2025-12-31,Shipped,383,649.1,Credit Card
102596,2023-06-03,2023-06-12,Shipped,335,1541.42,PayPal
102597,2023-04-26,2023-05-11,Disputed,750,3727.96,Credit Card
102598,2024-10-17,2024-11-03,Shipped,327,3614.8,Credit Card
102599,2023-06-13,2023-07-02,Cancelled,545,1992.31,Mobile Payment
102600,2024-09-07,2024-09-22,Shipped,440,1653.84,Cash
102601,2024-04-26,2024-05-05,Processing,731,3038.33,Credit Card
102602,2025-07-31,2025-08-15,Shipped,8,1874.41,Credit Card
102603,2024-01-16,2024-01-26,Disputed,711,2393.95,Credit Card
102604,2023-07-01,2023-07-21,Shipped,877,34.87,PayPal
102605,2024-01-16,2024-01-24,Shipped,369,2165.27,Credit Card
102606,2024-01-24,2024-01-31,On Hold,619,3494.52,Credit Card
102607,2023-09-30,2023-10-09,Shipped,882,2027.34,Credit Card
102608,2024-01-17,2024-02-06,Resolved,330,1204.16,Credit Card
102609,2025-03-19,2025-04-05,Shipped,881,2970.73,Credit Card
102610,2023-12-05,2023-12-22,Shipped,243,3111.64,Bank Transfer
102611,2024-04-03,2024-04-23,Processing,668,707.75,Credit Card
102612,2024-01-09,2024-01-12,Shipped,258,3445.26,Credit Card
102613,2025-05-16,2025-05-25,Shipped,818,880.06,Credit Card
102614,2023-10-11,2023-10-20,Disputed,507,3300.92,PayPal
102615,2025-12-11,2025-12-18,Processing,10,3999.48,Credit Card
102616,2024-10-19,2024-10-24,Shipped,276,3451.77,Credit Card
102617,2025-03-07,2025-03-11,Resolved,454,1621.42,PayPal
102618,2023-05-23,2023-06-01,Shipped,227,625.96,Credit Card
102619,2025-03-16,2025-03-28,Disputed,219,3368.81,Credit Card
102620,2025-06-04,2025-06-11,Resolved,505,2249.75,Credit Card
102621,2024-02-22,2024-02-27,Shipped,744,2533.63,Mobile Payment
102622,2025-03-26,2025-04-10,Resolved,748,2393.32,Mobile Payment
102623,2025-06-26,2025-06-29,Shipped,371,266.54,Credit Card
102624,2023-03-12,2023-03-25,Cancelled,174,3121.41,Bank Transfer
102625,2023-10-05,2023-10-17,Shipped,844,192.78,Credit Card
102626,2024-09-01,2024-09-05,Shipped,508,1354.89,PayPal
102627,2025-06-08,2025-06-26,Processing,376,2534.17,Credit Card
102628,2025-05-10,2025-05-17,Shipped,949,17.09,Mobile Payment
102629,2023-11-24,2023-11-27,Processing,251,3534.41,Credit Card
102630,2025-11-07,2025-11-21,Cancelled,813,4048.82,Credit Card
102631,2024-06-21,2024-07-07,Processing,290,2870.51,Credit Card
102632,2025-09-21,2025-09-30,Shipped,948,1091.86,PayPal
102633,2025-09-19,2025-10-09,Processing,863,4986.29,Bank Transfer
102634,2024-06-11,2024-06-30,Shipped,604,3701.76,Cash
102635,2024-10-04,2024-10-07,Processing,612,3512.49,PayPal
102636,2023-10-20,2023-11-05,Processing,447,1486.51,Credit Card
102637,2024-03-31,2024-04-11,Processing,104,658.16,Credit Card
102638,2025-12-28,2026-01-02,On Hold,933,526.13,PayPal
102639,2024-11-26,2024-12-06,Shipped,5,3500.52,Credit Card
102640,2025-07-11,2025-07-27,Processing,942,4379.01,Credit Card
102641,2024-01-31,2024-02-19,Processing,312,4695.54,Credit Card
102642,2023-11-27,2023-12-10,Shipped,473,3733.88,PayPal
102643,2023-05-12,2023-05-31,Processing,539,711.01,Mobile Payment
102644,2024-02-24,2024-03-12,Shipped,560,3246.41,Credit Card
102645,2024-08-17,2024-08-22,Shipped,51,1925.18,Credit Card
102646,2024-02-14,2024-02-25,Shipped,379,2007.07,Credit Card
102647,2024-07-09,2024-07-24,Shipped,696,1626.21,Credit Card
102648,2025-06-27,2025-07-08,Shipped,816,1937.17,Cash
102649,2024-05-09,2024-05-12,Processing,879,4592.05,Credit Card
102650,2025-03-19,2025-03-25,Shipped,557,301.47,Cash
102651,2025-05-04,2025-05-09,Shipped,136,42.01,Credit Card
102652,2024-12-30,2025-01-12,Processing,701,2535.3,Mobile Payment
102653,2024-11-07,2024-11-25,On Hold,536,4735.37,Credit Card
102654,2025-01-04,2025-01-22,Shipped,990,864.88,Credit Card
102655,2024-07-16,2024-07-19,Shipped,396,2621.26,Credit Card
102656,2025-04-29,2025-05-18,Processing,299,3418.05,Credit Card
102657,2025-04-29,2025-05-14,Shipped,333,537.02,Credit Card
102658,2024-06-09,2024-06-21,Shipped,789,2563.9,PayPal
102659,2024-08-29,2024-09-01,Shipped,869,4166.77,Credit Card
102660,2025-04-12,2025-05-02,Disputed,18,2565.23,Credit Card
102661,2024-10-13,2024-10-31,Processing,748,322.3,Credit Card
102662,2024-05-17,2024-06-02,Shipped,904,3112.94,Bank Transfer
102663,2024-07-02,2024-07-09,Resolved,525,3216.72,Credit Card
102664,2023-04-03,2023-04-16,Processing,554,3059.26,PayPal
102665,2023-03-04,2023-03-15,Processing,218,1349.23,PayPal
102666,2025-06-06,2025-06-11,Processing,488,2983.9,Cash
102667,2025-09-24,2025-10-01,Processing,345,4950.21,PayPal
102668,2023-08-13,2023-08-22,Shipped,625,1355.16,Credit Card
102669,2024-10-12,2024-10-16,Shipped,363,3768.79,Credit Card
102670,2025-10-04,2025-10-16,Disputed,998,4918.43,PayPal
102671,2025-10-17,2025-10-27,Shipped,694,99.1,Credit Card
102672,2023-04-03,2023-04-10,On Hold,443,10.44,Bank Transfer
102673,2024-05-28,2024-06-08,Shipped,893,4044.67,Credit Card
102674,2024-04-22,2024-04-27,Shipped,544,3004.32,Bank Transfer
102675,2024-11-11,2024-11-30,Shipped,862,4355.67,Credit Card
102676,2024-10-01,2024-10-08,Shipped,99,2819.79,Credit Card
102677,2025-07-30,2025-08-17,Shipped,448,2304.08,PayPal
102678,2023-08-21,2023-09-02,Shipped,921,2129.68,Credit Card
102679,2025-12-06,2025-12-14,Shipped,513,2612.3,Bank Transfer
102680,2024-10-17,2024-11-05,Processing,714,2573.94,Mobile Payment
102681,2023-08-06,2023-08-22,Shipped,663,3833.43,Credit Card
102682,2025-05-29,2025-06-01,Processing,370,3614.24,Credit Card
102683,2024-07-27,2024-08-04,Shipped,859,2405.42,Mobile Payment
102684,2024-03-05,2024-03-11,Processing,455,966.39,Credit Card
102685,2025-04-05,2025-04-13,Processing,219,3287.73,PayPal
102686,2023-06-27,2023-07-11,Shipped,832,2650.51,Cash
102687,2023-07-04,2023-07-21,Shipped,154,1478.03,Credit Card
102688,2025-02-20,2025-03-06,Processing,577,1565.48,PayPal
102689,2023-02-17,2023-03-05,Resolved,242,671.92,Bank Transfer
102690,2024-03-26,2024-04-13,Shipped,640,2515.42,PayPal
102691,2023-11-07,2023-11-15,Shipped,696,4138.49,Credit Card
102692,2025-05-27,2025-06-09,Processing,894,3998.27,PayPal
102693,2025-07-06,2025-07-10,On Hold,566,1406.44,Credit Card
102694,2025-07-03,2025-07-16,Processing,73,3137.46,Credit Card
102695,2025-10-13,2025-10-26,Shipped,608,2626.53,Mobile Payment
102696,2023-03-23,2023-04-09,Processing,474,2573.37,Credit Card
102697,2023-05-13,2023-05-26,Shipped,60,2791.34,Credit Card
102698,2025-11-10,2025-11-25,Shipped,847,2751.89,PayPal
102699,2025-11-14,2025-12-01,Shipped,538,119.16,Credit Card
102700,2023-02-04,2023-02-22,Shipped,155,1192.79,Credit Card
102701,2023-08-11,2023-08-19,Shipped,647,3932.82,PayPal
102702,2024-11-14,2024-11-19,Shipped,827,2736.38,Credit Card
102703,2025-12-07,2025-12-22,Processing,803,3813.28,PayPal
102704,2023-10-02,2023-10-05,Cancelled,501,40.18,Credit Card
102705,2023-03-17,2023-03-23,Shipped,601,664.12,Credit Card
102706,2023-10-28,2023-11-17,Shipped,567,3035.44,Credit Card
102707,2024-07-16,2024-08-04,On Hold,870,2186.11,Credit Card
102708,2025-07-19,2025-07-23,Shipped,324,225.97,Credit Card
102709,2025-07-31,2025-08-19,Cancelled,883,2595.23,Bank Transfer
102710,2024-04-06,2024-04-15,Shipped,708,2233.22,Bank Transfer
102711,2025-06-24,2025-07-04,Processing,785,858.19,Bank Transfer
102712,2024-03-22,2024-03-28,Shipped,349,3162.47,PayPal
102713,2024-10-13,2024-10-30,On Hold,34,1790.59,PayPal
102714,2025-12-10,2025-12-28,Cancelled,692,4386.48,Credit Card
102715,2024-07-14,2024-07-25,Shipped,319,1841.38,PayPal
102716,2024-03-04,2024-03-10,Disputed,319,324.14,Cash
102717,2023-04-16,2023-04-22,Processing,959,1137.97,PayPal
102718,2024-10-22,2024-10-26,Shipped,549,4952.45,Credit Card
102719,2025-03-16,2025-04-05,Cancelled,762,192.19,PayPal
102720,2025-07-11,2025-07-28,Shipped,895,4412.99,Credit Card
102721,2024-09-11,2024-09-22,Shipped,525,1463.15,Credit Card
102722,2025-08-26,2025-09-07,Shipped,780,4948.43,Bank Transfer
102723,2025-05-16,2025-06-01,Disputed,834,113.14,Credit Card
102724,2023-10-03,2023-10-16,Shipped,777,2495.55,PayPal
102725,2023-09-01,2023-09-15,Shipped,511,1833.43,Bank Transfer
102726,2023-11-25,2023-12-02,On Hold,240,526.78,Credit Card
102727,2024-03-02,2024-03-06,Shipped,850,448.2,PayPal
102728,2024-09-15,2024-09-23,Disputed,233,1137.06,Credit Card
102729,2025-02-08,2025-02-22,Shipped,356,3136.01,Credit Card
102730,2024-05-21,2024-06-06,Processing,25,4733.94,Mobile Payment
102731,2024-09-06,2024-09-18,Processing,867,2357.36,Credit Card
102732,2023-12-28,2024-01-03,Shipped,648,2863.65,PayPal
102733,2023-06-18,2023-07-06,Shipped,955,4617.13,PayPal
102734,2025-05-19,2025-05-24,Shipped,345,70.57,Credit Card
102735,2023-12-06,2023-12-11,Shipped,97,2025.43,PayPal
102736,2024-08-10,2024-08-16,Shipped,782,1502.76,Credit Card
102737,2025-09-09,2025-09-24,On Hold,60,3527.64,Credit Card
102738,2024-02-21,2024-03-10,Processing,295,134.02,Mobile Payment
102739,2023-09-14,2023-10-04,Shipped,681,3186.42,Credit Card
102740,2024-02-17,2024-02-20,Processing,435,4808.91,PayPal
102741,2023-03-02,2023-03-17,Processing,192,587.29,Cash
102742,2025-05-01,2025-05-16,Shipped,127,3000.92,Credit Card
102743,2025-04-30,2025-05-16,Shipped,80,12.47,Mobile Payment
102744,2025-03-18,2025-03-28,Shipped,831,4750.9,Credit Card
102745,2023-09-20,2023-09-27,On Hold,226,1346.98,PayPal
102746,2023-03-23,2023-03-28,Processing,214,3627.36,Mobile Payment
102747,2024-03-28,2024-04-13,Shipped,633,3703.15,Credit Card
102748,2025-07-15,2025-07-20,Shipped,651,1525.62,Bank Transfer
102749,2023-09-04,2023-09-15,Shipped,632,825.2,Credit Card
102750,2024-12-18,2024-12-23,Shipped,872,1980.29,Credit Card
102751,2024-09-21,2024-09-28,Processing,386,4068.71,Credit Card
102752,2025-02-24,2025-03-06,Shipped,132,1901.15,Credit Card
102753,2024-12-31,2025-01-15,Processing,649,1677.6,PayPal
102754,2023-11-20,2023-11-28,Shipped,450,1881.27,Cash
102755,2023-07-09,2023-07-21,Cancelled,27,1085.58,Cash
102756,2024-10-24,2024-10-27,Disputed,761,4008.9,Credit Card
102757,2024-03-02,2024-03-13,Processing,948,3418.31,Cash
102758,2025-03-28,2025-04-15,Shipped,547,4553.47,Credit Card
102759,2023-01-02,2023-01-14,Shipped,247,4783.73,Credit Card
102760,2025-01-09,2025-01-20,Shipped,757,3480.3,Credit Card
102761,2025-09-14,2025-09-26,Shipped,203,748.34,Credit Card
102762,2024-06-17,2024-07-04,Shipped,478,2950.28,Credit Card
102763,2023-05-11,2023-05-18,Processing,9,1451.12,PayPal
102764,2024-08-07,2024-08-17,Shipped,667,2180.06,Credit Card
102765,2024-02-02,2024-02-06,On Hold,824,1873.01,Credit Card
102766,2023-07-24,2023-08-13,Shipped,250,433.44,Credit Card
102767,2023-06-22,2023-07-05,Shipped,67,1254.6,Credit Card
102768,2025-12-31,2026-01-16,Shipped,107,4726.72,Credit Card
102769,2023-06-08,2023-06-28,Shipped,47,3077.62,Credit Card
102770,2025-12-10,2025-12-23,Shipped,132,1656.69,Credit Card
102771,2023-04-19,2023-05-05,Cancelled,668,4190.07,Credit Card
102772,2025-05-26,2025-06-04,Shipped,829,3608.82,Credit Card
102773,2024-06-23,2024-07-01,Processing,201,66.13,Credit Card
102774,2024-01-14,2024-01-23,Shipped,982,2513.5,Cash
102775,2024-11-17,2024-11-20,On Hold,938,4155.56,Credit Card
102776,2023-07-15,2023-07-21,Shipped,158,141.41,Credit Card
102777,2023-03-17,2023-03-23,Shipped,263,1602.19,PayPal
102778,2023-10-18,2023-10-21,Shipped,881,2011.97,Cash
102779,2024-02-26,2024-03-16,Shipped,139,4265.14,Credit Card
102780,2023-03-06,2023-03-19,Shipped,602,656.81,PayPal
102781,2023-04-07,2023-04-21,Shipped,671,142.52,Mobile Payment
102782,2023-04-05,2023-04-10,Shipped,213,1283.85,Credit Card
102783,2024-04-02,2024-04-08,Shipped,658,875.68,Credit Card
102784,2025-02-14,2025-02-20,Processing,163,1220.07,PayPal
102785,2024-11-18,2024-12-04,On Hold,342,635.57,Credit Card
102786,2025-10-22,2025-11-06,Shipped,824,1493.26,Credit Card
102787,2023-01-11,2023-01-19,Shipped,525,2153.09,Credit Card
102788,2023-12-23,2023-12-27,Processing,598,4754.02,Credit Card
102789,2025-07-18,2025-08-05,Cancelled,888,4105.62,Credit Card
102790,2025-01-08,2025-01-16,Cancelled,851,1164.11,Credit Card
102791,2023-07-08,2023-07-21,On Hold,393,4909.27,Credit Card
102792,2024-11-11,2024-11-16,Shipped,783,4486.64,Mobile Payment
102793,2025-01-27,2025-02-06,Processing,524,307.59,Mobile Payment
102794,2025-05-02,2025-05-14,Shipped,485,3914.87,Credit Card
102795,2024-05-25,2024-06-09,Processing,715,1857.5,Credit Card
102796,2025-06-23,2025-07-04,Resolved,404,2174.34,Credit Card
102797,2024-04-22,2024-05-05,Shipped,595,3495.22,PayPal
102798,2025-04-15,2025-04-22,Processing,902,3830.53,PayPal
102799,2024-11-25,2024-12-05,Shipped,208,4387.76,Bank Transfer
102800,2025-03-06,2025-03-24,Resolved,155,1492.56,Credit Card
102801,2023-06-17,2023-06-25,Cancelled,885,3226.08,Mobile Payment
102802,2024-02-07,2024-02-27,Resolved,332,1360.91,Mobile Payment
102803,2024-08-09,2024-08-25,Shipped,513,3746.67,Credit Card
102804,2023-02-23,2023-03-11,Processing,403,3654.99,Credit Card
102805,2025-08-21,2025-08-31,Cancelled,771,4447.65,PayPal
102806,2023-06-08,2023-06-24,Shipped,882,1126.89,Mobile Payment
102807,2023-06-20,2023-06-26,Shipped,801,2578.77,Credit Card
102808,2025-08-03,2025-08-08,Shipped,24,2488.03,Credit Card
102809,2023-09-25,2023-10-10,Shipped,708,834.4,Bank Transfer
102810,2023-01-09,2023-01-15,Shipped,629,2120.94,Credit Card
102811,2023-02-09,2023-03-01,Processing,396,3660.92,PayPal
102812,2023-08-30,2023-09-06,Disputed,293,1994.17,Credit Card
102813,2024-09-01,2024-09-18,Shipped,332,3214.01,Bank Transfer
102814,2023-12-03,2023-12-18,Processing,304,1725.64,Credit Card
102815,2024-01-27,2024-02-02,Shipped,767,4654.08,Cash
102816,2024-09-07,2024-09-10,Shipped,841,2865.42,PayPal
102817,2023-06-13,2023-06-19,Shipped,424,3514.07,Credit Card
102818,2024-08-21,2024-09-07,Shipped,420,2260.23,PayPal
102819,2025-04-23,2025-05-13,Shipped,337,1107.26,Credit Card
102820,2023-08-03,2023-08-18,Shipped,359,3927.41,PayPal
102821,2023-08-21,2023-09-05,Processing,253,2840.59,Credit Card
102822,2023-03-11,2023-03-16,Shipped,238,1364.52,Credit Card
102823,2025-09-02,2025-09-18,Processing,673,4001.54,Mobile Payment
102824,2024-07-14,2024-08-03,Processing,289,232.72,PayPal
102825,2024-06-27,2024-07-02,Processing,978,360.44,Credit Card
102826,2024-03-19,2024-03-23,Shipped,258,4544.01,Credit Card
102827,2025-03-31,2025-04-03,Disputed,593,3273.99,PayPal
102828,2023-06-20,2023-06-23,Shipped,320,3282.51,Mobile Payment
102829,2023-03-21,2023-03-28,Shipped,851,4409.09,Cash
102830,2023-09-01,2023-09-16,Resolved,34,3741.21,Credit Card
102831,2023-03-23,2023-04-02,Shipped,125,4774.09,Bank Transfer
102832,2024-06-12,2024-07-01,Processing,957,1648.99,PayPal
102833,2023-11-16,2023-11-20,Shipped,203,378.06,Credit Card
102834,2025-09-06,2025-09-12,Shipped,962,4641.07,Credit Card
102835,2025-02-21,2025-02-25,Shipped,807,2405.36,Cash
102836,2023-06-26,2023-07-14,Shipped,898,680.48,Bank Transfer
102837,2024-09-25,2024-09-28,Disputed,311,4531.53,PayPal
102838,2023-01-09,2023-01-17,Disputed,534,2780.45,PayPal
102839,2024-08-15,2024-08-20,Shipped,861,2670.42,Cash
102840,2024-09-04,2024-09-17,Shipped,497,4669.76,Credit Card
102841,2024-03-12,2024-03-28,Shipped,523,1845.67,Credit Card
102842,2025-05-27,2025-06-05,Cancelled,245,2772.77,Mobile Payment
102843,2023-03-18,2023-04-05,Shipped,994,560.44,Mobile Payment
102844,2023-09-08,2023-09-20,Shipped,657,763.0,Credit Card
102845,2023-04-09,2023-04-14,Processing,85,4600.81,Credit Card
102846,2023-04-16,2023-05-02,Shipped,444,4829.23,Credit Card
102847,2023-05-17,2023-06-02,Shipped,834,1725.25,Credit Card
102848,2024-10-23,2024-10-31,Processing,509,3699.27,Cash
102849,2023-01-05,2023-01-12,Cancelled,290,2435.36,Bank Transfer
102850,2025-08-13,2025-09-02,Shipped,629,1383.21,PayPal
102851,2025-01-05,2025-01-21,Shipped,290,2535.88,Mobile Payment
102852,2024-03-28,2024-04-01,Shipped,109,2956.28,PayPal
102853,2024-11-28,2024-12-14,Shipped,962,3318.72,Credit Card
102854,2025-01-18,2025-02-01,Processing,304,4433.13,Cash
102855,2024-01-13,2024-01-30,Cancelled,89,2281.15,Credit Card
102856,2023-09-30,2023-10-14,Shipped,27,1298.66,Cash
102857,2025-09-02,2025-09-05,On Hold,85,1473.83,Mobile Payment
102858,2024-07-16,2024-07-22,Processing,6,4934.21,Credit Card
102859,2025-05-12,2025-05-20,Shipped,807,3503.67,Credit Card
102860,2023-07-30,2023-08-02,Shipped,654,4902.43,Credit Card
102861,2023-05-01,2023-05-12,Disputed,824,3799.68,Credit Card
102862,2023-10-16,2023-10-19,Shipped,173,964.91,Bank Transfer
102863,2023-09-07,2023-09-21,Processing,676,810.88,Credit Card
102864,2023-10-31,2023-11-08,Shipped,159,1423.12,PayPal
102865,2025-08-22,2025-09-04,Processing,539,967.06,Mobile Payment
102866,2024-08-31,2024-09-04,Shipped,95,199.87,Bank Transfer
102867,2024-07-02,2024-07-19,Cancelled,119,1144.72,Cash
102868,2023-07-28,2023-08-03,Resolved,356,3336.73,Bank Transfer
102869,2024-10-05,2024-10-14,Shipped,799,4718.68,Mobile Payment
102870,2023-12-04,2023-12-23,Shipped,946,4129.08,Bank Transfer
102871,2025-06-13,2025-06-25,Shipped,718,4680.36,Credit Card
102872,2025-09-29,2025-10-19,Disputed,614,3797.06,PayPal
102873,2023-03-01,2023-03-08,Resolved,18,4258.18,Credit Card
102874,2024-09-06,2024-09-12,Cancelled,932,4334.28,Mobile Payment
102875,2024-05-11,2024-05-23,Shipped,341,4358.58,Credit Card
102876,2025-11-11,2025-11-17,Resolved,269,1443.12,PayPal
102877,2025-07-19,2025-07-31,Processing,644,648.82,Credit Card
102878,2023-06-24,2023-07-13,On Hold,949,3053.16,Credit Card
102879,2024-03-30,2024-04-13,Shipped,935,2798.43,Bank Transfer
102880,2023-02-21,2023-03-03,Shipped,600,3866.68,PayPal
102881,2023-07-19,2023-07-29,Processing,636,3628.3,Bank Transfer
102882,2024-05-28,2024-06-07,Processing,413,2983.33,Credit Card
102883,2024-11-10,2024-11-30,Shipped,353,4575.26,Bank Transfer
102884,2024-09-18,2024-09-21,Shipped,285,936.93,Cash
102885,2023-01-02,2023-01-18,Cancelled,441,2834.36,Credit Card
102886,2024-09-02,2024-09-16,Processing,533,3040.65,PayPal
102887,2023-01-31,2023-02-15,Shipped,50,1945.59,Credit Card
102888,2024-05-07,2024-05-17,Shipped,280,1859.42,Cash
102889,2023-06-19,2023-07-04,Shipped,455,2074.8,Mobile Payment
102890,2025-05-06,2025-05-26,Shipped,602,4495.1,Credit Card
102891,2025-01-02,2025-01-12,Cancelled,525,1405.36,Credit Card
102892,2025-03-27,2025-04-04,Cancelled,870,1991.86,Credit Card
102893,2025-07-30,2025-08-17,Processing,185,1618.93,Cash
102894,2023-01-19,2023-02-08,Shipped,189,1205.74,Credit Card
102895,2024-05-28,2024-06-05,Shipped,525,28.81,Credit Card
102896,2023-06-13,2023-06-30,Processing,316,557.5,Credit Card
102897,2024-05-20,2024-06-04,Cancelled,336,2675.21,Credit Card
102898,2024-07-31,2024-08-03,Shipped,855,2497.44,Bank Transfer
102899,2023-01-31,2023-02-08,Shipped,378,2263.63,Credit Card
102900,2024-03-12,2024-03-22,On Hold,636,3975.17,PayPal
102901,2024-08-19,2024-09-02,Shipped,228,4242.38,Credit Card
102902,2023-10-13,2023-11-01,Shipped,48,1401.27,Mobile Payment
102903,2023-10-14,2023-10-30,Shipped,927,4409.32,PayPal
102904,2023-07-05,2023-07-22,Shipped,498,1480.98,Credit Card
102905,2023-10-12,2023-10-19,Shipped,90,2039.32,PayPal
102906,2023-12-29,2024-01-04,Shipped,247,2953.75,Cash
102907,2025-02-22,2025-03-03,Shipped,855,29.75,Credit Card
102908,2023-09-16,2023-09-30,Processing,995,1081.17,Bank Transfer
102909,2023-11-18,2023-12-07,Shipped,545,3902.27,Bank Transfer
102910,2023-01-16,2023-01-24,Shipped,429,480.62,PayPal
102911,2023-08-06,2023-08-16,Cancelled,217,1871.49,Credit Card
102912,2025-09-24,2025-09-29,Cancelled,3,295.38,Credit Card
102913,2024-11-30,2024-12-16,Shipped,150,925.11,Credit Card
102914,2024-07-29,2024-08-16,Shipped,758,1845.49,Mobile Payment
102915,2024-09-25,2024-09-28,Processing,594,4987.52,Bank Transfer
102916,2023-10-20,2023-10-30,Shipped,813,3899.28,Bank Transfer
102917,2024-03-20,2024-03-27,Processing,85,4812.05,PayPal
102918,2025-08-17,2025-09-03,Resolved,548,3843.06,Credit Card
102919,2025-02-10,2025-02-22,Shipped,295,4190.14,Credit Card
102920,2023-08-31,2023-09-12,Resolved,362,983.08,PayPal
102921,2023-08-02,2023-08-07,On Hold,998,2497.27,Mobile Payment
102922,2025-05-26,2025-06-08,Shipped,182,3295.87,PayPal
102923,2025-05-06,2025-05-11,Shipped,803,2879.62,PayPal
102924,2024-10-19,2024-11-06,Shipped,417,3312.59,Bank Transfer
102925,2023-05-03,2023-05-10,Shipped,71,3377.49,Credit Card
